ID,LineID,face,dialog
44,0,Tenshi0a,힘의 차이를 깨달았을까
45,0,Tenshi0a,사양하는 일은 없어요、\n 펑 오세요!
46,0,Tenshi0a,이것이 똘마니의 공격이라는 것
47,0,Tenshi1a,역시、승부도 안 되는 것일까
48,0,Tenshi2a,거만함!
49,0,Tenshi2a,하면 할 수 있는 상대같지 않아
50,0,Tenshi2a,분발함은 인정해 주어도 좋아요
51,0,Tenshi2a,、접대라는 것을 모르는 것일까
52,0,Tenshi2a,이것 정도의 여유는 소양이군요
53,0,Tenshi2a,그 자세를 갖고 싶었던거야
54,0,Tenshi2a,이 정도로 자만하지 말아요!
55,0,Tenshi2a,나와 진심으로 싸우고 싶다는 것
56,0,Tenshi2a,아직도! \n 너의 힘은 그런 것?
57,0,Tenshi2a,즐거워져 왔지 않아!
58,0,Tenshi0a,나상대에게 관망의 생각?
59,0,Tenshi0a,나로서도、자주(잘)인가 원원
60,0,Tenshi0a,바보취급 하고 있을까?
61,0,Tenshi1a,꿰뚫어 보심인 것이야、\n 잎새 떨어져 천하의 가을을 안다 라고
62,0,Tenshi0a,맞는 것입니까!
63,0,Tenshi0a,상대가 나빴지요
64,0,Tenshi0a,착안점은 나쁘지 않았어요
65,0,Tenshi0a,、낙심하지 말아요
66,0,Tenshi0a,화려하게 회피!
67,0,Tenshi0a,좋아、능숙하게 말했군요
68,0,Tenshi0a,아─아、지루하구나―
69,0,Tenshi0a,접하는 일도 할 수 없다는 것
70,0,Tenshi0a,효과가 있을 이유 없잖아!
71,0,Tenshi1a,이 장소로부터 움직일 필요조차 없네요
72,0,Tenshi1a,꿰뚫어 보심인 것이야、\n 잎새 떨어져 천하의 가을을 안다 라고
73,0,Tenshi0a,천인에 길을 양보했을까?
74,0,Tenshi0a,나에게 틈을 보이다니
75,0,Tenshi0a,내가 룰인 것이야、알았어?
76,0,Tenshi2a,그 나름대로 하는 것 같지 않아!
77,0,Tenshi2a,아직도 지금부터!
78,0,Tenshi2a,지상의 녀석들은 하지 않아…
79,0,Tenshi2a,천인의 내가 진 것입니다 라고!?
80,0,Tenshi0a,None
81,0,Tenshi0a,아휴、\n 모처럼 지상까지 놀이에 와 말하는데…
82,0,Tenshi0a,빨리 구름 위에 돌아가세요!
83,0,Tenshi0a,의구、나의 일은 방치해!
84,0,Tenshi0a,조금、나의 방해를 하지 말아줘!
